"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL96RO1226		D4B		Rodmacq B., Billard L., Maret M., Chamberod A.		Phase separation in amorphous CuTi hydrides	Zeitschrift für Physikalische Chemie	163	349-354	1989		10.1524/zpch.1989.163.Part_2.0349	WOS:A1989AZ51800006	
Article from Conference in a Journal		ILL89RO1057		D7		Ross D.K.		Quasi-elastic neutron scattering studies of the diffusion of hydrogen in metals	Zeitschrift für Physikalische Chemie	164	897-906	1989		10.1524/zpch.1989.164.Part_1.0897	WOS:A1989CB56700028	
Journal article		ILL96RO1234		D1B		Rosseinsky M.J., Prassides K.		Magnetic aspects of the T' phase in the Nd2-xCexCuO4-delta system	Physica C	162-164	522-523	1989			WOS:A1989CG48900246	10.1016/0921-4534(89)91136-2
Article from Conference in a Journal		ILL89RO1012		IN8		Rosshirt E., Frey F., Boysen H.		Neutron scattering studies of K-Hollandite	Physica B	156-157	109-111	1989			WOS:A1989T663300035	10.1016/0921-4526(89)90602-9
Journal article		ILL04SA1090	UK	D1B/D17		Sadler D.M., Spells S.J.		Neutron scattering of annealed solution-grown crystals of polyethylene	Macromolecules	22	3941-3948	1989			WOS:A1989AW21800022	10.1021/ma00200a022
Journal article		ILL89SA1089		D4		Salmon P.S.		Hydration of complexed chloride ions in aqueous zinc(II) chloride solution	Journal of Physical Chemistry	93	1182-1184	1989			WOS:A1989T449700004	10.1021/j100341a004
Article from Conference in a Journal		ILL89SA1013		IN10		Salmon P.S.		The dynamics of water molecules in ionic solution as studied by incoherent quasi-elastic neutron scattering	Physica B	156-157	129-131	1989			WOS:A1989T663300041	10.1016/0921-4526(89)90608-X
Journal article		ILL89SA1088		IN10		Salmon P.S., Herdman G.J., Lindgren J., Read M.C., Sandström M.		An incoherent quasi-elastic neutron scattering study on the dynamics of aqueous Cr3+ perchlorate solutions	Journal of Physics Condensed Matter	1	3459-3468	1989			WOS:A1989U910800007	10.1088/0953-8984/1/22/007
Journal article		ILL89SC1007		D11		Schaal M., Lamparter P., Steeb S.		Fractal behaviour of amorphous Ni32Pd52P16 studied by SANS.	Zeitschrift für Naturforschung A	44	4-6	1989		10.1515/zna-1989-0102		
Article from Conference in a Book		ILL89SC1042		IN3		Schraeder T., Mueller M., Loidl A.		Nature of the glass transition in (NaCN)1-x(KCN-)x.	Springer Proceedings in Physics	37	256-260	1989				
Journal article		ILL10SK1194		D4B	Liquids and Glasses	Skipper N.T., Neilson G.W.		X-ray and neutron diffraction studies on concentrated aqueous solutions of sodium nitrate and silver nitrate	Journal of Physics Condensed Matter	1	4141-4154	1989		10.1088/0953-8984/1/26/010		
Journal article		ILL89SK1047		D4B		Skipper N.T., Neilson G.W., Cummings S.C.		An x-ray diffraction study of Ni2+(aq) and Mg2+(aq) by difference methods	Journal of Physics Condensed Matter	1	3489-3506	1989			WOS:A1989U910800009	10.1088/0953-8984/1/22/009
Article from Conference in a Journal		ILL89SM1020		IN6		Smith J., Kuczera K., Tidor B., Doster W., Cusack S., Karplus M.		Internal dynamics of globular proteins: comparison of neutron scattering measurements and theoretical models	Physica B	156-157	437-443	1989			WOS:A1989T663300132	10.1016/0921-4526(89)90699-6
Article from Conference in a Journal		ILL89ST1021		NESTOR		Steyerl A.		Ultracold neutrons: production and experiments	Physica B	156-157	528-533	1989	3		WOS:A1989T663300155	10.1016/0921-4526(89)90722-9
Article from Conference in a Journal		ILL89ST1087		N-turbine		Steyerl A., Malik S.S.		Sources of ultracold neutrons.	Nuclear Instruments and Methods in Physics Research A	284	200-207	1989			WOS:A1989CG00200047	10.1016/0168-9002(89)90282-9
Article from Conference in a Book		ILL90SU1072		IN6		Suck J.B.		Atomic dynamics of icosahedral alloys				1989				
Article from Conference in a Book		ILL89SU1041		IN6		Suck J.B.		Structural relaxation in a metallic glass.	Springer Proceedings in Physics	37	182-185	1989				
Journal article		ILL89TH1093		PN1/ Diogenes		Theobald J.P., Heeg P., Mutterer M.		Low-energy ternary fission	Nuclear Physics A	502	343c-362c	1989		10.1016/0375-9474(89)90674-X	WOS:A1989AX81000025	
Article from Conference in a Journal		ILL89TH1084		Neutron turbine		Thompson D.		The search for the electric dipole moment of the neutron at the ILL.	Nuclear Instruments and Methods in Physics Research A	284	40-42	1989	1-01		WOS:A1989CG00200009	10.1016/0168-9002(89)90244-1
Journal article		ILL89WE1008		IN6/IN4		Weber W., Holland-Moritz E., Fischer K.		Fast magnetic relaxation in Sm0.75Y0.25S.	Europhysics Letters	8	257-262	1989		10.1209/0295-5075/8/3/009		
Article from Conference in a Book		ILL96WE1242		D1A		Webster G.A.		Propagation of fatigue cracks through residual stress fields								
Article from Conference in a Book		ILL90WE1082		D1A		Webster G.A., Bourke M.A.M., McGillivray H.J., Webster P.J., Low K.S., Cannon D.F., Allen R.J.		Measurement of residual stresses in railway rails.								
Journal article		ILL89WE1108		D2B		Weller M.T., Bell R.G.		Proton mobility and the structure of MoO2HPO4.H2O.	Solid State Ionics	35	79-84	1989		10.1016/0167-2738(89)90015-5		
Journal article		ILL89WE1110		D2B		Weller M.T., Lines D.R.		Structure and oxidation state relationships in ternary copper oxides.	Journal of Solid State Chemistry	82	21-29	1989			WOS:A1989AM94200004	10.1016/0022-4596(89)90217-X
Journal article		ILL89WE1106		D2B		Weller M.T., Wong G.		Characterisation of novel sodalites by neutron diffraction and solid-state NMR.	Solid State Ionics	32-33	430-435	1989		10.1016/0167-2738(89)90251-8		
Journal article		ILL90WE1021		D1A		Weller M.T., Wong G.		Mixed halide sodalites.	European Journal of Solid State & Inorganic Chemistry	26	619-633	1989				
Article from Conference in a Journal		ILL89WI1092		D11		Wiedenmann A., Wagner W., Wollenberger H.		High-temperature decomposition of Fe-34 at.% Ni invar alloys	Physica B	156-157	62-64	1989	6-07-162	10.1016/0921-4526(89)90587-5		
Journal article		ILL89WI1053		D11		Wiedenmann A., Wagner W., Wollenberger H.		Thermal decomposition of Fe-34 at % Ni between 625 C and 725 C	Scripta Metallurgica	23	603-605	1989	6-07-162	10.1016/0036-9748(89)90459-6		
Journal article		ILL89WI1066				Wilkinson C., Schultz A.J.		Integration of Bragg reflections with an Anger camera area detector.	Journal of Applied Crystallography	22	110-114	1989	1-01	10.1107/S0021889888012257		
Journal article		ILL89WI1091		S2		Winter C., Lieb K.P.		Strength functions of primary transitions following thermal neutron capture in strontium.	Zeitschrift für Physik A	332	397-405	1989			WOS:A1989U112800006	10.1007/BF01292425
Journal article		ILL90WI1109		D4B		Winter R., Hensel F.		Structure of expanded fluid metals	Physics and Chemistry of Liquids	20	1-15	1989			WOS:A1989AT45200001	10.1080/00319108908031695
Non-refereed Journal		ILL90WI1032		D16		Winter R., Pilgrim W.C.		A SANS study of high pressure phase transitions in model biomembranes.	Berichte der Bunsengesellschaft für Physikalische Chemie	93	708-717	1989				
Journal article		ILL89WI1059		IN6		Wipf H., Neumaier K.		Nonadiabatic tunneling and diffusion of hydrogen in niobium	Zeitschrift für Physikalische Chemie	164	953-962	1989	6-08-256	10.1524/zpch.1989.164.Part_1.0953	WOS:A1989CB56700035	
Journal article		ILL89WO1098		H22		Wolfs F.L.H., Freedman S.J., Nelson J.E., Dewey M.S., Greene G.L.		Measurement of the 3He(n,gamma) 4He cross section at thermal neutron energies	Physical Review Letters	63	2721-2724	1989	3-13-118		WOS:A1989CD87600007	10.1103/PhysRevLett.63.2721
Journal article		ILL04WO1051	France (not ILL)/USA	D11		Wong K.T., Cabane B., Duplessix R., Somasundaran P.		Aggregation of silica using cationic surfactant: A neutron-scattering study	Langmuir	5	1346-1350	1989			WOS:A1989CB86000015	10.1021/la00090a014
Journal article		ILL89WR1100		D4		Wright A.C., Clare A.G., Etherington G., Sinclair R.N., Brawer S.A., Weber M.J.		A neutron diffraction and molecular dynamics investigation of the structure of vitreous beryllium fluoride.	Journal of Non-Crystalline Solids	111	139-152	1989		10.1016/0022-3093(89)90275-5		
Journal article		ILL89WR1064		D4		Wright A.C., Clare A.G., Grimley D.I., Sinclair R.N.		Neutron scattering studies of network glasses.	Journal of Non-Crystalline Solids	112	33-47	1989		10.1016/0022-3093(89)90491-2		
Article from Conference in a Journal		ILL89YA1017		D17		Yavari A.R., Bijaoui D., Bellissent-Funel M.C., Desre P.		Magnetic SANS in FeNiP glasses above the Curie temperature	Physica B	156-157	198-200	1989			WOS:A1989T663300062	10.1016/0921-4526(89)90629-7
Journal article		ILL04TO1173	USA	D1B		Young V.G., Glausinger W.S., Von Dreele R.B.		Crystal structure of the expanded-metal compound 7Li(ND3)4	Journal of the American Chemical Society	111	9260-9261	1989			WOS:A1989CG30900036	10.1021/ja00208a036
Journal article		ILL22ZH1153	Germany	IN10/IN5		Zhang D., Prager M., Dou S.Q., Weiss A.		Crystal structure of bis(trimethyltin) selenate dihydrateand rotational tunnelling of the methyl groups	Zeitschrift für Naturforschung A	44	151-159	1989		10.1515/zna-1989-0210		
Journal article		ILL88AI1078		D8		Aime J.P., Schott M., Bertault M., Toupet L.		Study of reactive diacetylenes; Structure of monomer and polymer pFBS crystals.	Acta Crystallographica B	44	617-624	1988	5 15 242	10.1107/S0108768188007724		
Journal article		ILL88AL1077		H14		Alberi J., Hart R., Jeenicke E., Ost R., Wilson R., Shroder I.G., Avenier A., Bagieu G., Benkoula H., Cavaignac J.F., Idrissi A., Koang D.H., Vignon B.		Studies of parity violation using polarized slow neutron beams	Canadian Journal of Physics	66	542-547	1988		10.1139/p88-090	WOS:A1988Q242700015	
Report		ILL89AL1048		D11		Allen A.J., Baston A.H.		Analysis of SANS data from disordered porous materials.								
Journal article		ILL88AN1011		D1B		Anne M., Fruchart D., Derdour S., Tinet D.		Structure of D1.65MoO3 by neutron diffraction.	Journal de Physique	49	505-509	1988			WOS:A1988M397100016	10.1051/jphys:01988004903050500
Journal article		ILL96AP1186		D11		Appell J., Bassereau P., Delord P., Larche F., Marignan J., Porte G.		Swelling of lyotropic lamellar liquid crystals	Bulletin de la Societe Chimique de France	1	17-19	1988			WOS:A1988M570300002	
Journal article		ILL88BA1045		S18		Badurek G., Rauch H., Summhammer J.		Polarized neutron interferometry ; a survey.	Physica B	151	82-92	1988		10.1016/0378-4363(88)90149-0		
Book chapter		ILL88BA1082				Baldo-Ceolin M.		Bottled neutrons; a sparkling toast for Val.								
Journal article		ILL88BA1029		D1A		Battle P.D., Gibb T.C., Jones C.W.		The structural and magnetic properties of SrMnO3 ; A reinvestigation.	Journal of Solid State Chemistry	74	60-66	1988	5 21 276	10.1016/0022-4596(88)90331-3		
Journal article		ILL88BA1068		D2B		Battle P.D., Gibb T.C., Lightfoot P.		The crystal and magnetic structures of Sr2CoFeO5.	Journal of Solid State Chemistry	76	334-339	1988		10.1016/0022-4596(88)90227-7		
Journal article		ILL88BE1089		D2B		Bell R.G., Weller M.T.		Structure of the proton conductor, cubic HSbO3.xH2O.	Solid State Ionics	28-30	601-606	1988	5 21 323	10.1016/S0167-2738(88)80109-7		
Journal article		ILL88BE1096		D4		Bermejo F.J., Enciso E., Alonso J.A., Garcia N., Howells W.S.		How well do we know the structure of simple molecular liquids ? CCl4 revisited	Molecular Physics	64	1169-1184	1988		10.1080/00268978800100783		
Journal article		ILL12BE1076	UK	D4B/D4		Bermejo F.J., Ferrera-Pardo A., Santoro J., Dore J.C.		Estimation of structural parameters in disordered systems by maximum entropy analysis of neutron scattering structure factors	Physica Scripta	38	78-83	1988		10.1088/0031-8949/38/1/013		
Journal article		ILL88BE1046		D11		Bernhoeft N.R., Law S.A., Lonzarich G.G., Paul D.McK.		Magnetic excitations in ZrZn2 at low energies and long wavelengths	Physica Scripta	38	191-193	1988			WOS:A1988P758800015	10.1088/0031-8949/38/2/015
Journal article		ILL88BL1037		D10		Bley F., Amilius Z., Lefebvre S.		Wave vector dependent kinetics of short-range ordering in 62Ni0.765Fe0.235, studied by neutron diffuse scattering	Acta Metallurgica	36	1643-1652	1988		10.1016/0001-6160(88)90231-3		
Journal article		ILL88BL1032		D1A		Blower S.K., Greaves C.		A neutron diffraction study of Ca.176Bi.824O1.412.	Materials Research Bulletin	23	765-772	1988		10.1016/0025-5408(88)90043-8		
Journal article		ILL88BL1076		D1A		Blower S.K., Greaves C.		The structure of beta-Bi2O3 from powder neutron diffraction data.	Acta Crystallographica C	44	587-589	1988	5 21 278	10.1107/S0108270187011661		
Article from Conference in a Book		ILL88BO1049		D1B		Boeuf A., Caciuffo R., Pages M., Rebizant J., Rustichelli F., Tabuteau A.		Neutron diffraction study of the U1-xNpxO2 fluorites	Materials Science Forum	27-28	285-286	1988				
Journal article		ILL22BO1124	Germany	S18		Bonse U.		Recent advances in X-ray and neutron interferometry	Physica B+C	151	7-21	1988		10.1016/0378-4363(88)90140-4		
Article from Conference in a Journal		ILL89BO1039		IN20		Boucher J.P., Remoissenet M., Pynn R., Regnault L.P.		New double magnon modes in planar antiferromagnetic chains in a field	Journal de Physique. Colloques	49	C8/1381-C8/1382	1988			WOS:A1988U701300271	10.1051/jphyscol:19888633
Journal article		ILL22BR1168	Germany	D1A		Breuer K.H., Eysel W., Müller R.		Structural and chemical varieties of dioptase, Cu6[Si6O18] · 6 H2O*	Zeitschrift für Kristallographie	184	1-11	1988		10.1524/zkri.1988.184.1-2.1		
Book chapter		ILL96BR1390		D1B		Brokmeier H.G.		Application of neutron diffraction to measure preferred orientations of geological materials					5/23/321			
Journal article		ILL88BU1039		IN6		Buchenau U., Prager M., Kamitakahara W.A., Shanks H.R., Nuecker N.		Neutron scattering from low-frequency excitations in amorphous germanium	Europhysics Letters	6	695-700	1988			WOS:A1988P632900005	10.1209/0295-5075/6/8/005
Journal article		ILL88CA1009		D11		Cabane B., Wong K.T., Wang T.K, Lafuma F., Duplessix R.		Short range order of silica particles bound through adsorbed polymers layers	Colloid and Polymer Science	266	101-104	1988			WOS:A1988M388900001	10.1007/BF01452806
Journal article		ILL89CA1005		IN4		Cannon R.D., White R.P.		Chemical and physical properties of triangular bridged metal complexes.	Progress in Inorganic Chemistry	36	195-298	1988		10.1002/9780470166376.ch3		
Book chapter		ILL98CE1020		D11		Cerri A., Kostorz G., Schmelczer R., Schoenfeld B., Schwander P.		Early stages of ordering and phase separation in Ni-Ti								
Journal article		ILL88CH1073		D1B		Chiarello R., Coulomb J.P., Krim J., Wang W.L.		Surface melting of multilayer oxygen films on graphite studied by neutron diffraction	Physical Review B	38	8967-8973	1988	9 07 104		WOS:A1988Q803400051	10.1103/PhysRevB.38.8967
Article from Conference in a Journal		ILL96CO1408				Collomb A., Litsardakis G., Mignot J.P., Samaras D.		Manganese location and magnetic properties of the Sr(Ba)Mn2Fe16O27 W-type hexagonal ferrite	IEEE Transactions on Magnetics	24	1936-1938	1988			WOS:A1988N228100106	10.1109/20.11651
Journal article		ILL88CO1054		IN5		Colomban P., Novak A.		Proton transfer and superionic conductivity in solids and gels.	Journal of Molecular Structure	177	277-308	1988		10.1016/0022-2860(88)80094-2		
Journal article		ILL90CO1026		D17		Cosgrove T.		Polymers at interfaces.	Chemistry and Industry		45-49	1988				
Journal article		ILL90CO1027		D17		Cosgrove T., Finch N., Vincent B., Webster J.		The adsorption of random copolymers of vinyl acetate and ethylene on surface-modified silica particles.	Colloids and Surfaces	31	33-46	1988		10.1016/0166-6622(88)80180-X		
Journal article		ILL90CO1028		D17		Cosgrove T., Mallagh L.M., Ryan K.M., Scheutjens M.H.M.		Experimental and theoretical investigations on the structure of copolymers at the liquid/liquid interface.	Journal of Surface Science and Technology	4	81-90	1988		10.18311/jsst/1988/2344		
Journal article		ILL88CO1085		D17		Cosgrove T., Ryan K.M.		N.M.R. relaxation studies on poly(ethylene oxide) terminally attached at the polystyrene/water interface.	Chemical Communications	1988	1424-1426	1988		10.1039/C39880001424		
Journal article		ILL89CO1061		IN1		Coulombeau C., Jobic H.		Neutron inelastic spectroscopy of ethylene oxide and partial reassignment of the vibrational frequencies.	Journal of Molecular Structure	176	213-222	1988		10.1016/0022-2860(88)80242-4		
Journal article		ILL88CO1051		D1B		Courbion G., Leblanc M.		The magnetic structure of NaMnFeF6.	Journal of Magnetism and Magnetic Materials	74	158-164	1988		10.1016/0304-8853(88)90063-7		
Journal article		ILL97CO1060		D10		Cowley R.A., Bates S.		The magnetic structure of holmium: I	Journal of Physics C	21	4113-4124	1988			WOS:A1988P547300025	10.1088/0022-3719/21/22/024
Journal article		ILL88CR1007		IN10		Crouch M.A., Titman J.M., Cowlam N., Howells W.S.		Incoherent quasi-elastic neutron scattering in a Ni35Ti65-H metallic glass hydride.	Journal of Physics F	18	323-328	1988		10.1088/0305-4608/18/2/013		
